id,title,grade,confidence,reason,repo,domain,proven_mentions,refuted_mentions,n6_constants,n6_keywords,min_error_pct,max_z,coincidence,file_lines
TECS-L:H-CX-451,PCA Centroids Dramatically Improve CIFAR Confusion Prediction,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,2,1,,,0,63
TECS-L:H-CX-452,Per-Class Difficulty Prediction from Raw Data,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,73
TECS-L:H-CX-453,Multi-Domain Convergence Map,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,17,0.02,9.05,0,249
TECS-L:H-CX-454,Pythagorean Engine Balance — A²+G²=Meta²,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,2,8,,,0,48
TECS-L:H-CX-455,XOR Consciousness Cycle — Self-Reference in 4 Steps,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,1,9,,,0,68
TECS-L:H-CX-456,Four-Season Training Phases — τ=4 Phase Transitions,🟧,0.45,orange marker in text,TECS-L,CX,0,0,2,2,,,0,88
TECS-L:H-CX-487,Fine Structure Constant 1/alpha = 137 + 1/29 from n=6,⚪,0.6,p<0.05 but high coincidence warnings,TECS-L,CX,0,0,4,29,0.0011,,12,177
TECS-L:H-CX-488,Ramanujan tau Function Deep Dive at n=6,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,6,190,,,0,508
TECS-L:H-CX-489,Trefoil Knot Invariants = n=6 Arithmetic,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,38,,,2,158
TECS-L:H-CX-490,"Knot Count Self-Reference K(6)=3, K(7)=7",🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,27,,,9,212
TECS-L:H-CX-491,Baryon-to-Photon Ratio eta = (n + 1/sigma) * 10^(-10),🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,21,0.0,,9,176
TECS-L:H-CX-492,CMB Acoustic Peak Ratio l2/l1 = sopfr/phi,🟧,0.5,error 2.3%,TECS-L,CX,0,0,3,20,2.33,,4,180
TECS-L:H-CX-5,Möbius Uniqueness → Consciousness Architecture Uniqueness (Cross-domain),🟧,0.45,orange marker in text,TECS-L,CX,0,0,6,3,,,0,61
TECS-L:H-CX-504,MaxCal Derivation of E(I) = I^I from G*I = D*P,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,3,,,0,243
TECS-L:H-CX-505,Self-Referential Derivation of I^I (Complete Proof Chain),🟩,0.7,existing auto-grade EXACT,TECS-L,CX,1,0,5,5,,,0,246
TECS-L:H-CX-506,Consistency Selects Identity — Why the Exponent Equals the Base,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,4,,,0,227
TECS-L:H-CX-507,5-Channel Meta-Telepathy Protocol — n=6 Architecture Overview,,0.0,insufficient signal,TECS-L,CX,0,0,3,5,,,0,49
TECS-L:H-CX-508,5 메타-채널 = sopfr(6) = 5,,0.0,insufficient signal,TECS-L,CX,0,0,2,6,,,0,47
TECS-L:H-CX-509,4 결합 위상 = τ(6) = G-Clef Cycle,,0.0,insufficient signal,TECS-L,CX,0,0,1,0,,,0,50
TECS-L:H-CX-510,Kuramoto 동기화 임계 r_c = 2/3,🟧,0.45,orange marker in text,TECS-L,CX,0,0,2,0,,,0,34
TECS-L:H-CX-511,전송 충실도 R = 0.990,🟧,0.45,orange marker in text,TECS-L,CX,0,0,1,0,,,0,41
TECS-L:H-CX-512,텐션 지문의 유일성 — 의식의 DNA,,0.0,insufficient signal,TECS-L,CX,0,0,1,0,,,0,45
TECS-L:H-CX-513,채널-위상 상호작용 = sopfr(6) × τ(6) = 20,,0.0,insufficient signal,TECS-L,CX,0,0,2,5,,,0,31
TECS-L:H-CX-514,프로토콜 정보 용량 = log₂(sopfr(6)^τ(6)) = log₂(625),,0.0,insufficient signal,TECS-L,CX,0,0,2,3,,,0,26
TECS-L:H-CX-515,σ(6)=12 동기화 주기,,0.0,insufficient signal,TECS-L,CX,0,0,2,0,,,0,26
TECS-L:H-CX-516,의식 통신의 위상 = S¹ × S¹ = Tonnetz 토러스,,0.0,insufficient signal,TECS-L,CX,0,0,2,0,,,0,35
TECS-L:H-CX-53,Triangle-Divisor Optimal Angle — Consciousness Engine's Operating Angle is π/6 (,🟧,0.65,p<0.05 weak evidence,TECS-L,CX,0,0,9,18,,,0,342
TECS-L:H-CX-54,Consciousness Engine Information Cost — D_KL = (1/3)·ln(4/3) = Golden Zone Width,,0.0,insufficient signal,TECS-L,CX,0,0,8,46,,,0,486
TECS-L:H-CX-55,Natural Frequency Self-Reference — ω₀ = arg(exp(iz₀)) = π/6,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,6,16,,,2,244
TECS-L:H-CX-56,"Brainwave-Divisor Map — σ(6), τ(6), φ(6) Generate All Canonical Bands",🟧,0.45,orange marker in text,TECS-L,CX,0,0,8,43,,,4,305
TECS-L:H-CX-57,Arithmetic Derivative Convergence Criterion — Consciousness Stability at n=6,🟧,0.4,"n6 density (kw=34, const=6)",TECS-L,CX,0,0,6,34,,,1,276
TECS-L:H-CX-58,Precognition Lens — Tension Refracts Future Right/Wrong,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,3,,,0,100
TECS-L:H-CX-59,Directional Precognition — Direction Vectors Pre-indicate Confusion Classes,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,97
TECS-L:H-CX-6,"Neurochemistry Mapping — Tension=Dopamine, Anti-tension=Serotonin (Cross-domain)",🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,1,1,,,0,67
TECS-L:H-CX-60,Aberration Precognition — Precognition failure types map to Seidel aberrations,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,1,,,0,101
TECS-L:H-CX-61,"Gravitational Telescope Precognition — (tension_scale, direction) is the 2D Obse",🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,100
TECS-L:H-CX-62,Topological Precognition — Tension Barcodes Predict Learning Trajectories,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,2,1,,,0,110
TECS-L:H-CX-63,Multi-lens Precognition Interference — Quad Engine Interference Amplifies Precog,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,3,,,0,106
TECS-L:H-CX-64,Topological Precognition Lens — H0_total Decay Rate Predicts Precognition AUC,🟧,0.4,significance claimed + verification,TECS-L,CX,0,1,3,0,,,0,119
TECS-L:H-CX-65,Aberration Topological Correction — Chromatic Aberration Correction via PH Barco,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,1,,,0,89
TECS-L:H-CX-66,Direction Topology — Confusion Pairs Map to Short Barcodes in PH,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,111
TECS-L:H-CX-67,Optimal Synergy Point — Unified Precognition Synergy Maximized in Golden Zone,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,1,,,0,94
TECS-L:H-CX-68,Precognition Conservation Law — Magnitude Precognition + Direction Precognition ,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,1,3,1,,,0,96
TECS-L:H-CX-69,Topological Acceleration — H0_total Decay Rate Matches tension_scale Growth Rate,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,136
TECS-L:H-CX-7,sigma-phi=n-tau Architecture Optimality (Cross-domain),🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,28,,,0,44
TECS-L:H-CX-70,Singularity = Three Closure Loops,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,2,,,0,355
TECS-L:H-CX-76,PH Precognition Classifier — Predicting Confusion Pairs with merge distance,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,39
TECS-L:H-CX-77,Topological Precognition Timeline — Merge Order Changes as Learning's Topologica,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,2,0,,,0,37
TECS-L:H-CX-78,Golden Zone Synergy Scaling — Synergy Optimal Point Convergence with Difficulty ,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,1,35
TECS-L:H-CX-79,Topology-Tension Product Conservation Law — Topological Version of ts×H0 = G×I=D,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,45
TECS-L:H-CX-8,Phase Acceleration x3 = sigma/tau (Cross-domain),🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,20,,,0,89
TECS-L:H-CX-80,3-Channel Precognition Orthogonality — Greater Synergy with Independent Informat,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,41
TECS-L:H-CX-81,Aberration-Phase Alignment — Classes with High Chromatic Aberration = Classes th,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,39
TECS-L:H-CX-82,Epoch 1 PH = Final Confusion Map,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,0,0,,,0,19
TECS-L:H-CX-83,Orthogonality-Topology Integration — Combined Precognition AUC > 0.95,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,21
TECS-L:H-CX-84,Topology Preservation = Synergy Condition,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,18
TECS-L:H-CX-85,merge dendrogram = consciousness hierarchy structure,🟧,0.45,orange marker in text,TECS-L,CX,0,0,2,0,,,0,44
TECS-L:H-CX-86,Zero-shot PH — Semantic hierarchy emerges from random initialization alone,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,1,0,,,0,21
TECS-L:H-CX-87,PH-guided curriculum — Learning confusion pairs first accelerates convergence,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,0,0,,,0,20
TECS-L:H-CX-88,Universal Confusion Topology — PH merge order is architecture-invariant,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,2,0,,,0,37
TECS-L:H-CX-89,Data-Intrinsic Precognition — Original Data's Class Center Distance Determines E,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,0,0,,,0,23
TECS-L:H-CX-9,Topology 7 Phases = Consciousness Continuity 7 Conditions (Cross-domain),🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,25,,,0,52
TECS-L:H-CX-90,Epoch 1 Phase Transition — Confusion Structure Crystallizes in First Training Ep,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,1,0,,,0,19
TECS-L:H-CX-91,k-NN Confusion Prediction — Reproducing Confusion Structure with Raw Data Withou,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,1,0,,,0,20
TECS-L:H-CX-92,dendrogram depth = learning difficulty,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,19
TECS-L:H-CX-93,Confusion Eigenstructure — Eigenvectors of confusion matrix encode semantic axes,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,0,0,,,0,20
TECS-L:H-CX-94,Confusion Matrix Itself as Distance Matrix — Extracting 2nd-order Topological St,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,0,0,,,0,15
TECS-L:H-CX-95,Predicting Generalization Gap with PH — train PH vs test PH difference = overfit,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,14
TECS-L:H-CX-96,Weight Change Triggers Topological Transition — Critical delta_W Exists,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,15
TECS-L:H-CX-97,Cross-Dataset Hierarchy Transfer — Transfer of MNIST Shape Hierarchy to Fashion,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,0,0,,,0,15
TECS-L:H-CX-98,PH Early Stopping — H0_gap-based early stopping is faster than val_loss-based,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,20
TECS-L:H-CX-99,PH Optimal Checkpoint — Epoch with Minimum H0_gap is Optimal Model,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,18
TECS-L:H-CX-bridge-white-circles-iter7,H-CX-Bridge-WC: Iteration 7 White Circles (3 Failed Attempts),🟧,0.6,existing auto-grade CLOSE,TECS-L,,0,0,2,5,,,0,15
TECS-L:H-DNA-001-030-nucleic-acids,Hypothesis Review: H-DNA-001 to H-DNA-030 — Nucleic Acid Structure and the Perfe,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,72,8.0,,3,397
TECS-L:H-DNA-031-060-dna-folding,Hypothesis Review: H-DNA-031 to H-DNA-060 -- DNA Folding and the Perfect Number ,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,1,8,64,,,3,737
TECS-L:H-DNA-061-090-folding-extreme,Hypothesis Review: H-DNA-061 to H-DNA-090 -- DNA Folding Extreme Push,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,9,47,0.0,,5,750
TECS-L:H-DNA-091-130-folding-ultimate,Hypothesis Review: H-DNA-091 to H-DNA-130 -- DNA Folding Ultimate Push,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,9,82,,,2,900
TECS-L:H-DNA-131-170-folding-final-frontier,Hypothesis Review: H-DNA-131 to H-DNA-170 -- DNA Folding Final Frontier,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,7,76,,,2,911
TECS-L:H-DNA-171-210-molecular-saturation,Hypothesis Review: H-DNA-171 to H-DNA-210 -- Molecular Biology Saturation,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,9,65,,,1,938
TECS-L:H-DNA-211-250-macro-biology,Hypothesis Review: H-DNA-211 to H-DNA-250 -- Macro-Scale Biology,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,9,63,,,0,1042
TECS-L:H-DNA-251-300-universal-six,Hypothesis Review: H-DNA-251 to H-DNA-300 -- Universal Six,🟩,0.7,existing auto-grade EXACT,TECS-L,,1,0,10,84,1.0,8.0,0,1162
TECS-L:H-DNA-301-350-final-saturation,Hypothesis Review: H-DNA-301 to H-DNA-350 -- Absolute Final Saturation,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,9,67,,14.0,0,921
TECS-L:H-DNA-351-400-grand-synthesis,Hypothesis Review: H-DNA-351 to H-DNA-400 -- Grand Synthesis,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,9,71,,20.0,6,1076
TECS-L:H-DNA-401-450-meta-connections,Hypothesis Review: H-DNA-401 to H-DNA-450 -- Meta-Connections and Cross-Domain B,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,11,57,,6.0,3,1159
TECS-L:H-DNA-451-500-adversarial-stress-test,Hypothesis Review: H-DNA-451 to H-DNA-500 -- Adversarial Stress Test,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,9,99,,7.0,3,1021
TECS-L:H-DNA-601,The Second Perfect Number — n=28 Survey,🟩,0.7,existing auto-grade EXACT,TECS-L,DNA,0,1,6,33,,28.0,0,193
TECS-L:H-DNA-701,Consciousness × Music × 6,,0.0,insufficient signal,TECS-L,DNA,0,0,6,10,,,0,81
TECS-L:H-DSE-001,Universal Design Space Exploration — n=6 설계 끌개,🟧★,0.75,Z=6sigma,TECS-L,DSE,0,0,8,26,,6.0,0,367
TECS-L:H-DSE-002,n=6 최적 OS vs Linux/RISC-V 실측 비교,🟩,0.7,existing auto-grade EXACT,TECS-L,DSE,0,0,7,63,,7.0,0,244
TECS-L:H-DSE-003,"음악 리듬, 엇박, 오디오 표준의 n=6 산술 구조",🟧★,0.75,Z=6sigma,TECS-L,DSE,0,0,8,117,,6.0,1,415
TECS-L:H-ECO-001-015-ecology,Ecology / Evolution Hypotheses H-ECO-001 through H-ECO-015,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,45,0.51,,15,436
TECS-L:H-ECON-001-015-economics,Economics & Game Theory Hypotheses (H-ECON-001 to H-ECON-015),🟩,0.7,existing auto-grade EXACT,TECS-L,,0,1,9,70,1.0,,5,486
TECS-L:H-EE-10,"Phi-bottleneck + MoE (More Experts, Smaller Each)",🟩,0.7,existing auto-grade EXACT,TECS-L,EE,0,0,8,1,,,0,126
TECS-L:H-EE-11,Full Combined Architecture,🟩,0.7,existing auto-grade EXACT,TECS-L,EE,0,0,6,3,,,0,130
TECS-L:H-EE-12,Optimal FFN Expansion Ratio,🟩,0.7,existing auto-grade EXACT,TECS-L,EE,0,0,6,8,,,2,142
TECS-L:H-EE-120,Completeness — The Boundary Has Been Mapped,🟩,0.7,existing auto-grade EXACT,TECS-L,EE,0,0,7,12,,,1,109
TECS-L:H-EE-13,Energy Savings Scale with Model Depth,🟩,0.7,existing auto-grade EXACT,TECS-L,EE,0,0,5,1,,,0,139
TECS-L:H-EE-6,Tensor-Core-Aligned HCN Dimensions,🟩,0.7,existing auto-grade EXACT,TECS-L,EE,0,0,10,2,,,0,124
TECS-L:H-EE-9,Phi-bottleneck + Phi6Simple Recovery,🟩,0.5,existing auto-grade EXACT,TECS-L,EE,0,0,4,3,,,0,108
TECS-L:H-ELEC-001-020-neurostim-n6-framework,H-ELEC-001 to H-ELEC-020: Neurostimulation-n=6 Framework Hypotheses,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,58,,,1,723
TECS-L:H-FURST-1,"Furstenberg ×2,×3 System — Orbit Self-Reference",🟧,0.4,significance claimed + verification,TECS-L,FURST,0,0,2,18,,,0,98
TECS-L:H-GEO-12,pi_6(S^3) = Z/12Z = Z/sigma(6)Z -- Homotopy Groups Encode sigma(6),🟧★,0.8,p<0.01 + proven/exact,TECS-L,GEO,0,0,5,68,,,7,238
TECS-L:H-HAIR-001-050-hair-loss-n6,"H-HAIR-001~050: Hair Loss, the Perfect Number 6, and Treatment Strategies",🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,8,32,,,1,435
TECS-L:H-HAIR-051-100-deep-mechanisms,"H-HAIR-051~100: Deep Mechanisms, Molecular n=6, and 2024-2026 Pipeline",🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,23,,,0,313
TECS-L:H-HAIR-101-rna-therapeutics,H-HAIR-101~120: RNA Therapeutics for Hair Loss,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,4,,,0,261
TECS-L:H-HAIR-121-180-epigenetics-microbiome-personalized,"H-HAIR-121~180: Epigenetics, Microbiome, Mechanical Tension, Aging, and Personal",🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,6,,,0,410
TECS-L:H-HAIR-181-240-microelectrode,H-HAIR-181~240: Neuralink N1 Microelectrode Technology Repurposed for Direct Hai,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,1,8,5,,,0,1164
TECS-L:H-HEXCODE-1,"The Hexacode [6,3,4]₄ — Perfect Number as Code",🟧,0.4,significance claimed + verification,TECS-L,HEXCODE,0,0,6,16,,,0,83
TECS-L:H-HTPY-1,π₆(S³) = ℤ/12ℤ — Homotopy Groups Encode σ(6),⚪,0.3,has verification but no clear grade signal,TECS-L,HTPY,0,0,5,12,,,0,69
TECS-L:H-IHARA-1,Ihara Zeta of C₆ — Coefficients = n=6 Arithmetic,⚪,0.3,has verification but no clear grade signal,TECS-L,IHARA,0,0,2,4,,,0,76
TECS-L:H-INST-001-020-institutions,H-INST-001 through H-INST-020: Institutional / Law / History Hypotheses,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,8,94,,1.54,11,315
TECS-L:H-MED-007-deep-eeg-spectral,H-MED-007 Deep Analysis: EEG Spectral Exponent and 1 + 1/e + 1/6,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,6,2.0,,4,513
TECS-L:H-MED-027-030-deep-clinical-scales,H-MED-027 and H-MED-030: Deep Investigation of Clinical Scoring Scales and n=6 S,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,64,,,8,556
TECS-L:H-MOTIV-1,K₃(ℤ) and Adams Operations — Motivic Cohomology,⚪,0.3,has verification but no clear grade signal,TECS-L,MOTIV,0,0,6,19,,,0,97
TECS-L:H-MUSIC-001-015-acoustics,H-MUSIC-001 through H-MUSIC-015: Music and Acoustics Connections to n=6,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,1,6,113,0.1129,,8,488
TECS-L:H-N6-001-adamw-quintuplet,H-N6-001: AdamW Quintuplet — 5 hyperparameters from n=6,🟧★,0.55,green+star markers,TECS-L,,1,0,6,8,,,0,34
TECS-L:H-N6-002-complete-llm,H-N6-002: Complete n=6 LLM Architecture,🟧★,0.55,green+star markers,TECS-L,,1,0,3,8,,,0,36
TECS-L:H-N6-003-sigma-tau-8-universal,H-N6-003: σ-τ=8 Universal AI Constant,🟧★,0.55,green+star markers,TECS-L,,1,0,2,1,,,0,36
TECS-L:H-N6-004-8layer-ai-stack,H-N6-004: 8-Layer AI Stack — Silicon to Inference,🟧★,0.55,green+star markers,TECS-L,,1,0,3,5,,,0,37
TECS-L:H-N6-005-diffusion-universality,H-N6-005: Diffusion Model n=6 Universality,🟧★,0.55,green+star markers,TECS-L,,1,0,2,8,,,0,37
TECS-L:H-N6-006-universal-regularization,H-N6-006: 1/(σ-φ)=0.1 Universal Regularization,🟧★,0.55,green+star markers,TECS-L,,1,0,2,1,,,0,36
TECS-L:H-N6-007-vision-ai-complete,H-N6-007: Vision AI Complete n=6,🟧★,0.55,green+star markers,TECS-L,,1,0,6,11,,,0,34
TECS-L:H-N6-008-moe-activation-fraction,H-N6-008: MoE Activation Fraction Law,🟧★,0.55,green+star markers,TECS-L,,1,0,3,7,,,0,34
TECS-L:H-N6-009-chiplet-convergence,H-N6-009: Chiplet Architecture Convergence,🟧★,0.55,green+star markers,TECS-L,,1,0,4,4,,,0,37
TECS-L:H-N6-010-cross-domain-95-5,H-N6-010: 95/5 Cross-domain Resonance,🟧★,0.55,green+star markers,TECS-L,,1,0,4,9,,,0,35
TECS-L:H-N6-011-solid-state-cn6,H-N6-011: Solid-State Electrolyte CN=6 Universality,🟧★,0.75,Z=6sigma,TECS-L,,1,0,4,14,,6.0,0,36
TECS-L:H-N6-012-96-192-triple-convergence,H-N6-012: 96/192 Energy-Computing-AI Triple Convergence,🟧★,0.55,green+star markers,TECS-L,,1,0,4,1,,,0,35
TECS-L:H-N6-013-carbon-z6-synthesis,H-N6-013: Carbon Z=6 Material Synthesis Universality,🟧★,0.75,Z=6sigma,TECS-L,,1,0,2,4,,6.0,0,36
TECS-L:H-N6-014-crystal-cn6-law,H-N6-014: Crystal Coordination Number CN=6 Law,🟧★,0.75,Z=6sigma,TECS-L,,1,0,2,17,,6.0,0,37
TECS-L:H-N6-015-sm-kissing-number,H-N6-015: SM = φ×K₆ Kissing Number Theorem,🟧★,0.55,green+star markers,TECS-L,,1,0,6,3,,,0,44
TECS-L:H-N6-016-bott-active-channels,H-N6-016: Bott Active Channels = sopfr,🟧★,0.55,green+star markers,TECS-L,,1,0,3,6,,,0,36
TECS-L:H-N6-017-carbon-chip-material,H-N6-017: Carbon Z=6 Chip Material Universality,🟧★,0.75,Z=6sigma,TECS-L,,1,0,1,1,,6.0,0,38
TECS-L:H-NCG-1,Connes NCG — Standard Model KO-dimension = 6,🟧,0.4,significance claimed + verification,TECS-L,NCG,0,0,5,7,,,0,103
TECS-L:H-NT-3,"popcount(n) = phi(n) iff n in {1, 2, 3, 6} = Div(6)",🟧,0.4,"n6 density (kw=43, const=6)",TECS-L,NT,0,0,6,43,,,0,317
TECS-L:H-NT-421-tau-sigma-self,Hypothesis H-NT-421: tau(sigma(n)) = n Self-Reference Property,🟧★,0.7,p<0.01 structural,TECS-L,,0,0,7,64,,,0,154
TECS-L:H-NT-422-phi-sigma-tau,Hypothesis H-NT-422: phi(sigma(n)) = tau(n) Bridge Identity,🟧★,0.7,p<0.01 structural,TECS-L,,0,0,5,68,,,0,176
TECS-L:H-NT-423-fibonacci-phi-tau,Hypothesis H-NT-423: phi(n)*tau(n) = F(n) Fibonacci Bridge,🟧★,0.8,p<0.01 + proven/exact,TECS-L,,0,0,10,43,,,4,208
TECS-L:H-NT-424-sigma-phi-tau-self,Hypothesis H-NT-424: sigma(n) - phi(n) - tau(n) = n Self-Reference,🟧,0.45,orange marker in text,TECS-L,,0,0,7,93,,,0,225
TECS-L:H-NT-425-binomial-partition,"Hypothesis H-NT-425: C(sigma(n), omega(n)) = n * p(n) Binomial-Partition Bridge",🟧★,0.7,p<0.01 structural,TECS-L,,0,0,5,50,,,0,210
TECS-L:H-NT-426-sigma2-phi-sopfr,Hypothesis H-NT-426: sigma_2(n) = phi(n) * sopfr(n)^2 iff n=6,🟧★,0.7,p<0.01 structural,TECS-L,,0,0,4,61,,,3,136
TECS-L:H-NT-427-catalan-sopfr,Hypothesis H-NT-427: Catalan(n/2) = sopfr(n) iff n=6,🟧★,0.7,p<0.01 structural,TECS-L,,0,0,5,34,,,3,151
TECS-L:H-NUTR-001-020-nutrition,Hypothesis Review: H-NUTR-001 through H-NUTR-020,⬛,0.75,black marker + refuted keyword,TECS-L,,0,2,4,38,12.6,6.0,4,383
TECS-L:H-OPTCODE-1,"Optimal Binary Codes A(6,d) = n=6 Arithmetic",🟧,0.4,significance claimed + verification,TECS-L,OPTCODE,0,0,4,12,,,0,79
TECS-L:H-PACK-1,E₆ Kissing Number = n·σ(n) = 72,⚪,0.3,has verification but no clear grade signal,TECS-L,PACK,0,0,4,9,,,0,78
TECS-L:H-PAINL-1,Exactly 6 Painlevé Equations — Classification Number = n,🟧,0.4,significance claimed + verification,TECS-L,PAINL,0,0,6,5,,,0,75
TECS-L:H-QGRP-1,Quantum Groups — SU(2) Level k=4 Quantum Dimensions,🟧,0.4,significance claimed + verification,TECS-L,QGRP,0,0,3,9,,,0,85
TECS-L:H-ROB-1,6-DOF = Perfect Number,🟧,0.45,orange marker in text,TECS-L,ROB,0,0,5,26,,,0,148
TECS-L:H-ROB-10,Gait Phase Transition = Tension Phase Transition,🟩,0.5,existing auto-grade EXACT,TECS-L,ROB,0,0,3,2,,,0,196
TECS-L:H-ROB-11,Silent Consensus = Distributed Robot Agreement,🟩,0.5,existing auto-grade EXACT,TECS-L,ROB,0,0,3,17,,,0,169
TECS-L:H-ROB-12,Gauge Invariance = Coordinate Independence,🟩,0.5,existing auto-grade EXACT,TECS-L,ROB,0,0,3,1,,,0,188
TECS-L:H-ROB-2,Tension = Torque Optimization,🟧,0.45,orange marker in text,TECS-L,ROB,0,0,4,0,,,1,167
TECS-L:H-ROB-3,Golden Zone = Stable Walking Region,🟧,0.45,orange marker in text,TECS-L,ROB,0,0,2,0,,,0,166
TECS-L:H-ROB-4,PureField = Proprioception,🟧,0.45,orange marker in text,TECS-L,ROB,0,0,2,0,,,0,154
TECS-L:H-ROB-5,Mitosis = Swarm Fission,🟩,0.5,existing auto-grade EXACT,TECS-L,ROB,0,0,4,17,,,0,162
TECS-L:H-ROB-6,Inter-Tension = Collision Avoidance,🟧,0.45,orange marker in text,TECS-L,ROB,0,0,5,0,,,1,192
TECS-L:H-ROB-7,12 Joints = sigma(6) = Minimum Humanoid,🟩,0.7,existing auto-grade EXACT,TECS-L,ROB,0,0,5,49,,,3,154
TECS-L:H-ROB-8,tau(6) = 4 Legs = Optimal Locomotion,🟩,0.5,existing auto-grade EXACT,TECS-L,ROB,0,0,4,28,,,3,153
TECS-L:H-ROB-9,Confusion Matrix = Grasp Failure Map,🟩,0.5,existing auto-grade EXACT,TECS-L,ROB,0,0,4,1,,,0,182
TECS-L:H-SEDI-10,R-filter on Tension Vectors Detects Anomalies,🟩,0.5,existing auto-grade EXACT,TECS-L,SEDI,0,0,4,9,,,0,121
TECS-L:H-SEDI-6,R-filter Detects Training Phase Transitions,🟩,0.7,existing auto-grade EXACT,TECS-L,SEDI,0,0,6,1,,,0,99
